"2059",,
"2053",,
"2045",,
"2060",,
"2055",,
"2052",,
"2054",,
"2036",,
"2065",,
"2055",,
"2054",,
"2054",,
"2054",,
"2043",,
"2064",,
"2062",,
"2061",,
"2054",,
"2062",,
"2063",,
"2064",,
"2062",,
"2063",,
"2065",,
"2101",,
"2103",,
"2102",,
"2073",,
"2047",,
"2006",,
"1977",,
"1994",,
"1990",,
"2003",,
"2009",,
"2003",,
"2018",,
"2026",,
"2018",,
"2002",,
"1910",,
"1938",,
"2284",,
"3317",,
"4095",,
"4095",,
"4095",,
"4095",,
"2811",,
"1334",,
"1712",,
"2015",,
"1937",,
"1847",,
"1851",,
"1883",,
"1878",,
"1882",,
"1904",,
"1899",,
"1918",,
"1935",,
"1946",,
"1968",,
"1970",,
"1990",,
"2011",,
"2016",,
"2045",,
"2067",,
"2087",,
"2117",,
"2137",,
"2167",,
"2212",,
"2238",,
"2295",,
"2351",,
"2401",,
"2480",,
"2544",,
"2624",,
"2704",,
"2752",,
"2798",,
"2818",,
"2819",,
"2810",,
"2739",,
"2630",,
"2480",,
"2298",,
"2138",,
"1998",,
"1882",,
"1798",,
"1721",,
"1676",,
"1651",,
"1633",,
"1634",,
"1633",,
"1622",,
"1623",,
"1625",,
"1633",,
"1644",,
"1646",,
"1652",,
"1654",,
"1664",,
"1687",,
"1683",,
"1699",,
"1724",,
"1731",,
"1744",,
"1751",,
"1765",,
"1787",,
"1787",,
"1795",,
"1808",,
"1807",,
"1810",,
"1825",,
"1807",,
"1823",,
"1815",,
"1808",,
"1817",,
"1825",,
"1838",,
"1841",,
"1836",,
"1847",,
"1842",,
"1846",,
"1856",,
"1854",,
"1890",,
"1872",,
"1874",,
"1887",,
"1884",,
"1887",,
"1895",,
"1891",,
"1907",,
"1914",,
"1910",,
"1910",,
"1920",,
"1922",,
"1933",,
"1914",,
"1940",,
"1942",,
"1945",,
"1962",,
"1954",,
"1962",,
"1969",,
"1969",,
"1983",,
"1990",,
"1994",,
"2012",,
"2013",,
"2030",,
"2057",,
"2061",,
"2090",,
"2090",,
"2064",,
"2044",,
"1994",,
"1970",,
"1957",,
"1969",,
"1980",,
"1984",,
"1989",,
"1998",,
"1995",,
"1989",,
"1950",,
"1841",,
"1858",,
"2211",,
"3287",,
"4095",,
"4095",,
"4095",,
"4095",,
"3407",,
"1525",,
"1581",,
"1953",,
"1933",,
"1822",,
"1809",,
"1843",,
"1841",,
"1856",,
"1871",,
"1872",,
"1895",,
"1903",,
"1911",,
"1935",,
"1941",,
"1970",,
"1978",,
"1986",,
"2009",,
"2026",,
